,0
2783,"1,698 sqft"
2784,"2244 Vallejo St, San Francisco, CA 94123 "
2785,6 beds
2786,6 baths
2787,"5,200 sqft"
2788," $6,633,000  "
2789, 05/17/18  
2790,Multi Family
2791,No Data
2792,No Data
2793,No Data
2794,No Data
2795,No Data
2796,"38 Landers St, San Francisco, CA 94114 "
2797,1 bed
2798,1 bath
2799,500 sqft
2800," $726,000  "
2801, 05/17/18  
2802,Single Family
2803,1901
2804,No Data
2805,None
2806,No Data
2807,No Data
2808,"1706 Vallejo St, San Francisco, CA 94123 "
2809,3 beds
2810,2 baths
2811,"2,069 sqft"
2812," $2,028,000  "
2813, 05/17/18  
2814,Condo
2815,1908
2816,No Data
2817,No Data
2818,1 space
2819,$400/month
2820,"145 Villa Ter, San Francisco, CA 94114 "
2821,6 beds
2822,5.5 baths
2823,"4,580 sqft"
2824," $1,550,000  "
2825, 05/17/18  
2826,Single Family
2827,2010
2828,No Data
2829,No Data
2830,No Data
2831,"3,532 sqft"
2832,"1963 Clay St # A, San Francisco, CA 94109 "
2833,1 bed
2834,1 bath
2835,497 sqft
2836," $702,500  "
2837, 05/17/18  
2838,Condo
2839,1938
2840,No Data
2841,No Data
2842,No Data
2843,No Data
2844,"1227 15th Ave, San Francisco, CA 94122 "
2845,6 beds
2846,3.5 baths
2847,"4,296 sqft"
2848," $3,995,000  "
2849, 05/16/18  
2850,Single Family
2851,1912
2852,Forced air
2853,Central
2854,No Data
2855,"3,184 sqft"
2856,"1325 Lake St, San Francisco, CA 94118 "
2857,6 beds
2858,3 baths
2859,"2,560 sqft"
2860," $2,275,000  "
2861, 05/16/18  
2862,Single Family
2863,1912
2864,Forced air
2865,Central
2866,Detached Garage
2867,"3,750 sqft"
2868,"4150 17th St APT 11, San Francisco, CA 94114 "
2869,2 beds
2870,2 baths
2871,"1,850 sqft"
2872," $1,930,000  "
2873, 05/16/18  
2874,Condo
2875,1993
2876,No Data
2877,No Data
2878,No Data
2879,$540/month
2880,"337 Warren Dr, San Francisco, CA 94131 "
2881,4 beds
2882,4 baths
2883,"2,950 sqft"
2884," $2,800,000  "
2885, 05/16/18  
2886,Single Family
2887,1960
2888,Forced air
2889,No Data
2890,Detached Garage
2891,"2,879 sqft"
2892,"28 Parker Ave APT 301, San Francisco, CA 94118 "
2893,2 beds
2894,2 baths
2895,880 sqft
2896," $1,270,000  "
2897, 05/16/18  
2898,Condo
2899,1929
2900,No Data
2901,No Data
2902,No Data
2903,No Data
2904,"1551 Filbert St APT 3, San Francisco, CA 94123 "
2905,1 bed
2906,2 baths
2907,-- sqft
2908," $1,130,000  "
2909, 05/16/18  
2910,Condo
2911,1924
2912,Forced air
2913,Central
2914,Attached Garage
2915,$300/month
2916,"3425 16th St # B, San Francisco, CA 94114 "
2917,2 beds
2918,1 bath
2919,-- sqft
2920," $1,210,000  "
2921, 05/16/18  
2922,Condo
2923,No Data
2924,Forced air
2925,Central
2926,No Data
2927,$308/month
2928,"970 Oak St, San Francisco, CA 94117 "
2929,1 bed
2930,1 bath
2931,453 sqft
2932," $680,000  "
2933, 05/16/18  
2934,Condo
2935,1900
2936,No Data
2937,No Data
2938,No Data
2939,$281/month
2940,"280 San Marcos Ave, San Francisco, CA 94116 "
2941,5 beds
2942,3 baths
2943,"2,770 sqft"
2944," $2,170,000  "
2945, 05/16/18  
2946,Single Family
2947,1978
2948,Forced air
2949,Central
2950,Attached Garage
2951,"5,636 sqft"
2952,"2160 Pacific Ave APT 4, San Francisco, CA 94115 "
2953,2 beds
2954,2 baths
2955,"1,376 sqft"
2956," $1,900,000  "
2957, 05/16/18  
2958,Condo
2959,1922
2960,No Data
2961,No Data
2962,No Data
2963,No Data
2964,"2950 Bush St, San Francisco, CA 94115 "
2965,3 beds
2966,4 baths
2967,"2,800 sqft"
2968," $2,850,000  "
2969, 05/16/18  
2970,Single Family
2971,1998
2972,Forced air
2973,Central
2974,2 spaces
2975,"2,914 sqft"
2976,"3425 16th St # 1, San Francisco, CA 94114 "
2977,2 beds
2978,1 bath
2979,904 sqft
2980," $1,210,000  "
2981, 05/16/18  
2982,Condo
2983,1880
2984,No Data
2985,No Data
2986,No Data
2987,No Data
2988,"1114 Judah St, San Francisco, CA 94122 "
2989,4 beds
2990,2 baths
2991,"2,221 sqft"
2992," $1,388,000  "
2993, 05/16/18  
2994,Single Family
2995,1924
2996,No Data
2997,No Data
2998,No Data
2999,"2,495 sqft"
3000,"3415 Pacific Ave, San Francisco, CA 94118 "
3001,4 beds
3002,3.5 baths
3003,"4,000 sqft"
3004," $7,350,000  "
3005, 05/16/18  
3006,Single Family
3007,1924
3008,No Data
3009,No Data
3010,No Data
3011,"3,192 sqft"
3012,"1858 36th Ave, San Francisco, CA 94122 "
3013,3 beds
3014,2 baths
3015,"1,705 sqft"
3016," $1,550,000  "
3017, 05/15/18  
3018,Single Family
3019,1946
3020,No Data
3021,No Data
3022,No Data
3023,"3,998 sqft"
3024,"265 Marina Blvd, San Francisco, CA 94123 "
3025,4 beds
3026,4 baths
3027,"2,882 sqft"
3028," $5,474,275  "
3029, 05/15/18  
3030,Single Family
3031,1932
3032,"Forced air, Radiant"
3033,None
3034,2 spaces
3035,"3,000 sqft"
3036,"955 Corbett Ave APT 8, San Francisco, CA 94131 "
3037,1 bed
3038,1 bath
3039,543 sqft
3040," $610,000  "
3041, 05/15/18  
3042,Condo
3043,1949
3044,Forced air
3045,None
3046,No Data
3047,$392/month
3048,"2101 Baker St APT 11, San Francisco, CA 94115 "
3049,1 bed
3050,1 bath
3051,846 sqft
3052," $970,000  "
3053, 05/15/18  
3054,Condo
3055,1964
3056,No Data
3057,No Data
3058,No Data
3059,$451/month
3060,"23 Homestead St, San Francisco, CA 94114 "
3061,3 beds
3062,2.5 baths
3063,"2,073 sqft"
3064," $2,550,000  "
3065, 05/15/18  
3066,Condo
3067,1909
3068,Forced air
3069,No Data
3070,1 space
3071,$155/month
3072,"955-959 Corbett Ave # 8, San Francisco, CA 94131 "
3073,1 bed
3074,1 bath
3075,543 sqft
3076," $610,000  "
3077, 05/15/18  
3078,Condo
3079,1949
3080,No Data
3081,No Data
3082,No Data
3083,No Data
3084,"4630 Fulton St, San Francisco, CA 94121 "
3085,3 beds
3086,2.5 baths
3087,"1,820 sqft"
3088," $1,980,000  "
3089, 05/15/18  
3090,Single Family
3091,1921
3092,Forced air
3093,Central
3094,Attached Garage
3095,"2,495 sqft"
3096,"1701 Jackson St APT 701, San Francisco, CA 94109 "
3097,2 beds
3098,2 baths
3099,"1,058 sqft"
3100," $1,360,000  "
3101, 05/15/18  
3102,Condo
3103,2001
3104,Forced air
3105,Central
3106,Attached Garage
3107,$738/month
3108,"151 Olympia Way, San Francisco, CA 94131 "
3109,3 beds
3110,2 baths
3111,"1,930 sqft"
3112," $1,901,000  "
3113, 05/15/18  
3114,Single Family
3115,1957
3116,Forced air
3117,No Data
3118,Attached Garage
3119,"4,726 sqft"
3120,"2900 Fulton St APT 1, San Francisco, CA 94118 "
3121,3 beds
3122,3 baths
3123,"1,587 sqft"
3124," $1,175,500  "
3125, 05/15/18  
3126,Condo
3127,2011
3128,No Data
3129,No Data
3130,No Data
3131,No Data
3132,"1623 12th Ave, San Francisco, CA 94122 "
3133,2 beds
3134,1 bath
3135,"1,345 sqft"
3136," $1,450,000  "
3137, 05/15/18  
3138,Single Family
3139,1924
3140,Forced air
3141,Central
3142,Attached Garage
3143,"2,996 sqft"
3144,"2737 Union St, San Francisco, CA 94123 "
3145,2 beds
3146,2 baths
3147,"1,559 sqft"
3148," $2,525,000  "
3149, 05/15/18  
3150,Condo
3151,1893
3152,Forced air
3153,None
3154,1 space
3155,No Data
3156,"2946 Pierce St, San Francisco, CA 94123 "
3157,3 beds
3158,4 baths
3159,"2,798 sqft"
3160," $3,650,000  "
3161, 05/15/18  
3162,Condo
3163,1900
3164,No Data
3165,No Data
3166,2 spaces
3167,No Data
3168,"708 Masonic Ave, San Francisco, CA 94117 "
3169,2 beds
3170,1.5 baths
3171,"1,248 sqft"
3172," $1,350,000  "
3173, 05/15/18  
3174,Condo
3175,1914
3176,No Data
3177,Wall
3178,Attached Garage
3179,$242/month
3180,"1450 Post St APT 1114, San Francisco, CA 94109 "
3181,-- beds
3182,-- baths
3183,430 sqft
3184," $375,000  "
3185, 05/15/18  
3186,Condo
3187,1992
3188,No Data
3189,No Data
3190,No Data
3191,No Data
3192,"3100 Washington St # 11, San Francisco, CA 94115 "
3193,1 bed
3194,1 bath
3195,808 sqft
3196," $970,000  "
3197, 05/15/18  
3198,Condo
3199,1964
3200,No Data
3201,No Data
3202,No Data
3203,No Data
3204,"240 Downey St, San Francisco, CA 94117 "
3205,3 beds
3206,2 baths
3207,"2,150 sqft"
3208," $2,580,000  "
3209, 05/14/18  
3210,Condo
3211,1900
3212,Forced air
3213,Central
3214,Attached Garage
3215,$350/month
3216,"263 Oak Park Dr, San Francisco, CA 94131 "
3217,2 beds
3218,2 baths
3219,"1,571 sqft"
3220," $1,550,000  "
3221, 05/14/18  
3222,Single Family
3223,1959
3224,Forced air
3225,Central
3226,2 spaces
3227,"5,623 sqft"
3228,"230 Twin Peaks Blvd, San Francisco, CA 94114 "
3229,3 beds
3230,2 baths
3231,"2,324 sqft"
3232," $1,830,000  "
3233, 05/14/18  
3234,Single Family
3235,1927
3236,Forced air
3237,Central
3238,Attached Garage
3239,"2,631 sqft"
3240,"1450 Franklin St PH 3, San Francisco, CA 94109 "
3241,3 beds
3242,3 baths
3243,"2,076 sqft"
3244," $3,570,000  "
3245, 05/14/18  
3246,Condo
3247,2017
3248,Forced air
3249,Central
3250,1 space
3251,$1351/month
3252,"240 Downey St, San Francisco, CA 94117 "
3253,3 beds
3254,2 baths
3255,"2,150 sqft"
3256," $2,580,000  "
3257, 05/14/18  
3258,Condo
3259,1900
3260,Forced air
3261,Central
3262,Attached Garage
3263,$350/month
3264,"105 Palm Ave, San Francisco, CA 94118 "
3265,-- beds
3266,1 bath
3267,"1,281 sqft"
3268," $1,225,000  "
3269, 05/14/18  
3270,Condo
3271,1900
3272,No Data
3273,No Data
3274,No Data
3275,No Data
3276,"1770 Pacific Ave APT 301, San Francisco, CA 94109 "
3277,2 beds
3278,2 baths
3279,"1,500 sqft"
3280," $1,700,000  "
3281, 05/14/18  
3282,Condo
3283,1902
3284,Forced air
3285,Central
3286,1 space
3287,$735/month
3288,"610 Buchanan St, San Francisco, CA 94102 "
3289,1 bed
3290,1 bath
3291,880 sqft
3292," $875,000  "
3293, 05/14/18  
3294,Condo
3295,1889
3296,No Data
3297,No Data
3298,No Data
3299,$287/month
3300,"688 25th Ave, San Francisco, CA 94121 "
3301,4 beds
3302,3 baths
3303,"2,016 sqft"
3304," $1,350,000  "
3305, 05/14/18  
3306,Condo
3307,2002
3308,Forced air
3309,Central
3310,Attached Garage
3311,$119/month
3312,"105 Palm Ave #1, San Francisco, CA 94118 "
3313,2 beds
3314,1 bath
3315,"1,281 sqft"
3316," $1,225,000  "
3317, 05/12/18  
3318,Condo
3319,1900
3320,No Data
3321,No Data
3322,No Data
3323,$485/month
3324,"161 Masonic Ave, San Francisco, CA 94118 "
3325,2 beds
3326,2 baths
3327,"1,636 sqft"
3328," $1,500,000  "
3329, 05/12/18  
3330,Condo
3331,1940
3332,No Data
3333,No Data
3334,No Data
3335,No Data
3336,"616-618 Masonic, San Francisco, CA 94117 "
3337,4 beds
3338,2 baths
3339,"3,965 sqft"
3340," $1,500,000  "
3341, 05/12/18  
3342,Multi Family
3343,No Data
3344,No Data
3345,No Data
3346,No Data
3347,No Data
3348,"37 Ashbury Ter, San Francisco, CA 94117 "
3349,4 beds
3350,3.5 baths
3351,"3,220 sqft"
3352," $3,250,000  "
3353, 05/11/18  
3354,Single Family
3355,1910
3356,Forced air
3357,Central
3358,Attached Garage
3359,"2,487 sqft"
3360,"655 Corbett Ave APT 405, San Francisco, CA 94114 "
3361,1 bed
3362,1 bath
3363,703 sqft
3364," $820,000  "
3365, 05/11/18  
3366,Condo
3367,1964
3368,No Data
3369,No Data
3370,1 space
3371,No Data
3372,"2185 Bush St APT 213, San Francisco, CA 94115 "
3373,2 beds
3374,1 bath
3375,934 sqft
3376," $1,050,000  "
3377, 05/11/18  
3378,Condo
3379,1984
3380,No Data
3381,No Data
3382,No Data
3383,No Data
3384,"185 16th Ave, San Francisco, CA 94118 "
3385,2 beds
3386,1 bath
3387,976 sqft
3388," $1,135,000  "
3389, 05/11/18  
3390,Condo
3391,1917
3392,Forced air
3393,Central
3394,Attached Garage
3395,No Data
3396,"1672 19th Ave, San Francisco, CA 94122 "
3397,3 beds
3398,1 bath
3399,"1,250 sqft"
3400," $1,100,000  "
3401, 05/11/18  
3402,Single Family
3403,1940
3404,Forced air
3405,Central
3406,Attached Garage
3407,"2,247 sqft"
3408,"3444 Washington St, San Francisco, CA 94118 "
3409,6 beds
3410,8 baths
3411,"9,074 sqft"
3412," $14,000,000  "
3413, 05/11/18  
3414,Single Family
3415,1904
3416,Forced air
3417,No Data
3418,2 spaces
3419,"7,657 sqft"
3420,"1446 Cabrillo St, San Francisco, CA 94118 "
3421,2 beds
3422,1 bath
3423,958 sqft
3424," $1,100,000  "
3425, 05/11/18  
3426,Condo
3427,1921
3428,No Data
3429,No Data
3430,Attached Garage
3431,$200/month
3432,"1616 8th Ave, San Francisco, CA 94122 "
3433,3 beds
3434,2 baths
3435,"2,567 sqft"
3436," $2,200,000  "
3437, 05/11/18  
3438,Single Family
3439,1914
3440,No Data
3441,No Data
3442,1 space
3443,"2,918 sqft"
3444,"1636 Filbert St # A, San Francisco, CA 94123 "
3445,3 beds
3446,3 baths
3447,"1,574 sqft"
3448," $1,975,000  "
3449, 05/10/18  
3450,Condo
3451,2008
3452,No Data
3453,No Data
3454,No Data
3455,No Data
3456,"552 15th Ave, San Francisco, CA 94118 "
3457,3 beds
3458,2 baths
3459,"2,000 sqft"
3460," $2,172,000  "
3461, 05/10/18  
3462,Single Family
3463,1919
3464,Forced air
3465,Central
3466,1 space
3467,"3,049 sqft"
3468,"879 32nd Ave, San Francisco, CA 94121 "
3469,4 beds
3470,2 baths
3471,"1,876 sqft"
3472," $1,150,000  "
3473, 05/10/18  
3474,Multi Family
3475,No Data
3476,No Data
3477,No Data
3478,No Data
3479,No Data
3480,"1330 22nd Ave, San Francisco, CA 94122 "
3481,3 beds
3482,2 baths
3483,"2,230 sqft"
3484," $2,250,000  "
3485, 05/10/18  
3486,Single Family
3487,1925
3488,Forced air
3489,Central
3490,3 spaces
3491,"3,118 sqft"
3492,"1504 Mcallister #1504D, San Francisco, CA 94115 "
3493,1 bed
3494,1 bath
3495,"1,346 sqft"
3496," $1,050,000  "
3497, 05/10/18  
3498,Condo
3499,No Data
3500,No Data
3501,No Data
3502,No Data
3503,No Data
3504,"2050 16th Ave, San Francisco, CA 94116 "
3505,4 beds
3506,2 baths
3507,"2,340 sqft"
3508," $1,938,000  "
3509, 05/10/18  
3510,Single Family
3511,1941
3512,"Baseboard, Forced air"
3513,Central
3514,Attached Garage
3515,"4,081 sqft"
3516,"764 Elizabeth St, San Francisco, CA 94114 "
3517,3 beds
3518,2 baths
3519,"1,940 sqft"
3520," $2,125,000  "
3521, 05/10/18  
3522,Single Family
3523,1908
3524,No Data
3525,None
3526,Attached Garage
3527,"2,962 sqft"
3528,"211 Divisadero St, San Francisco, CA 94117 "
3529,4 beds
3530,3.5 baths
3531,"2,554 sqft"
3532," $2,900,000  "
3533, 05/10/18  
3534,Single Family
3535,1900
3536,Forced air
3537,Central
3538,Attached Garage
3539,"2,613 sqft"
3540,"3669 21st St, San Francisco, CA 94114 "
3541,2 beds
3542,1 bath
3543,"1,071 sqft"
3544," $6,500,000  "
3545, 05/10/18  
3546,Single Family
3547,1900
3548,No Data
3549,None
3550,No Data
3551,"6,926 sqft"
3552,"1504B Mcallister St, San Francisco, CA 94115 "
3553,3 beds
3554,1 bath
3555,-- sqft
3556," $1,329,000  "
3557, 05/09/18  
3558,Multi Family
3559,No Data
3560,No Data
3561,No Data
3562,No Data
3563,No Data
3564,"2040 Fell St APT 12, San Francisco, CA 94117 "
3565,2 beds
3566,1 bath
3567,"1,593 sqft"
3568," $1,365,000  "
3569, 05/09/18  
3570,Condo
3571,1925
3572,Forced air
3573,Central
3574,No Data
3575,$571/month
3576,"3515 Pacific Ave, San Francisco, CA 94118 "
3577,6 beds
3578,6.5 baths
3579,"5,705 sqft"
3580," $9,750,000  "
3581, 05/09/18  
3582,Single Family
3583,1911
3584,Forced air
3585,None
3586,Attached Garage
3587,"4,129 sqft"
3588,"126 Commonwealth Ave, San Francisco, CA 94118 "
3589,5 beds
3590,5.5 baths
3591,"7,245 sqft"
3592," $9,000,000  "
3593, 05/09/18  
3594,Single Family
3595,1907
3596,No Data
3597,No Data
3598,Attached Garage
3599,"7,161 sqft"
3600,"851 42nd Ave, San Francisco, CA 94121 "
3601,4 beds
3602,3 baths
3603,"2,551 sqft"
3604," $2,100,000  "
3605, 05/09/18  
3606,Single Family
3607,1926
3608,No Data
3609,No Data
3610,2 spaces
3611,"3,000 sqft"
3612,"1731 Grove St, San Francisco, CA 94117 "
3613,2 beds
3614,2 baths
3615,"1,400 sqft"
3616," $1,700,000  "
3617, 05/09/18  
3618,Condo
3619,1911
3620,Forced air
3621,None
3622,1 space
3623,$300/month
3624,"850 Corbett Ave APT 4, San Francisco, CA 94131 "
3625,2 beds
3626,2 baths
3627,"1,730 sqft"
3628," $906,667  "
3629, 05/09/18  
3630,Condo
3631,2003
3632,Heat pump
3633,None
3634,1 space
3635,No Data
3636,"499 33rd Ave APT 301, San Francisco, CA 94121 "
3637,3 beds
3638,2.5 baths
3639,"1,299 sqft"
3640," $595,000  "
3641, 05/09/18  
3642,Condo
3643,2004
3644,Forced air
3645,Central
3646,Attached Garage
3647,$485/month
3648,"2750 Market St APT 103, San Francisco, CA 94114 "
3649,2 beds
3650,2 baths
3651,"1,491 sqft"
3652," $1,275,000  "
3653, 05/08/18  
3654,Condo
3655,1981
3656,Forced air
3657,No Data
3658,1 space
3659,$658/month
3660,"1894 45th Ave, San Francisco, CA 94122 "
3661,-- beds
3662,1 bath
3663,"1,214 sqft"
3664," $1,300,000  "
3665, 05/08/18  
3666,Single Family
3667,1945
3668,No Data
3669,No Data
3670,No Data
3671,"1,746 sqft"
3672,"710 44th Ave, San Francisco, CA 94121 "
3673,4 beds
3674,2 baths
3675,"1,355 sqft"
3676," $1,550,000  "
3677, 05/08/18  
3678,Single Family
3679,1939
3680,Forced air
3681,Central
3682,Attached Garage
3683,"1,751 sqft"
3684,"2999 California St # 605, San Francisco, CA 94115 "
3685,1 bed
3686,1 bath
3687,618 sqft
3688," $705,000  "
3689, 05/08/18  
3690,Apartment
3691,1929
3692,No Data
3693,No Data
3694,Attached Garage
3695,No Data
3696,"850 Shrader St, San Francisco, CA 94117 "
3697,4 beds
3698,3.5 baths
3699,"2,650 sqft"
3700," $2,850,000  "
3701, 05/08/18  
3702,Condo
3703,1906
3704,No Data
3705,No Data
3706,No Data
3707,No Data
3708,"2051 Scott St APT 203, San Francisco, CA 94115 "
3709,2 beds
3710,1 bath
3711,733 sqft
3712," $969,000  "
3713, 05/08/18  
3714,Condo
3715,1915
3716,No Data
3717,No Data
3718,No Data
3719,$350/month
3720,"2440 Bush St # A, San Francisco, CA 94115 "
3721,3 beds
3722,2 baths
3723,"1,496 sqft"
3724," $2,307,000  "
3725, 05/08/18  
3726,Condo
3727,1985
3728,Forced air
3729,Central
3730,Attached Garage
3731,$290/month
3732,"925 Fulton St, San Francisco, CA 94117 "
3733,6 beds
3734,3 baths
3735,"4,900 sqft"
3736," $4,300,000  "
3737, 05/08/18  
3738,Single Family
3739,1895
3740,Forced air
3741,None
3742,2 spaces
3743,"5,173 sqft"
3744,"2238 Kirkham St, San Francisco, CA 94122 "
3745,3 beds
3746,2 baths
3747,"2,100 sqft"
3748," $1,149,000  "
3749, 05/08/18  
3750,Single Family
3751,1931
3752,Forced air
3753,Central
3754,Attached Garage
3755,"2,495 sqft"
3756,"120 Marview Way, San Francisco, CA 94131 "
3757,-- beds
3758,1 bath
3759,"1,260 sqft"
3760," $1,100,000  "
3761, 05/08/18  
3762,Single Family
3763,1958
3764,No Data
3765,No Data
3766,No Data
3767,"3,075 sqft"
3768,"1945 Washington St APT 602, San Francisco, CA 94109 "
3769,1 bed
3770,1 bath
3771,653 sqft
3772," $851,000  "
3773, 05/08/18  
3774,Condo
3775,1987
3776,No Data
3777,No Data
3778,Attached Garage
3779,$584/month
3780,"2735 Green St, San Francisco, CA 94123 "
3781,-- beds
3782,4 baths
3783,"2,644 sqft"
3784," $1,977,500  "
3785, 05/08/18  
3786,Single Family
3787,1902
3788,No Data
3789,No Data
3790,No Data
3791,"6,875 sqft"
3792,"28 Yukon St, San Francisco, CA 94114 "
3793,2 beds
3794,1 bath
3795,998 sqft
3796," $1,501,000  "
3797, 05/08/18  
3798,Condo
3799,1949
3800,Forced air
3801,Central
3802,Attached Garage
3803,$200/month
3804,"1351 23rd Ave, San Francisco, CA 94122 "
3805,2 beds
3806,1 bath
3807,912 sqft
3808," $1,425,000  "
3809, 05/08/18  
3810,Single Family
3811,1911
3812,No Data
3813,No Data
3814,No Data
3815,"3,005 sqft"
3816,"355 Buena Vista Ave E UNIT 701W, San Francisco, CA 94117 "
3817,1 bed
3818,1 bath
3819,747 sqft
3820," $1,100,000  "
3821, 05/08/18  
3822,Condo
3823,1986
3824,No Data
3825,No Data
3826,No Data
3827,$729/month
3828,"1970 Sutter St APT 203, San Francisco, CA 94115 "
3829,1 bed
3830,2 baths
3831,"1,075 sqft"
3832," $1,034,000  "
3833, 05/08/18  
3834,Condo
3835,2001
3836,No Data
3837,No Data
3838,No Data
3839,No Data
3840,"445 Ortega St, San Francisco, CA 94122 "
3841,2 beds
3842,1 bath
3843,976 sqft
3844," $2,400,000  "
3845, 05/07/18  
3846,Single Family
3847,1950
3848,No Data
3849,No Data
3850,No Data
3851,"8,851 sqft"
3852,"3997 Washington St, San Francisco, CA 94118 "
3853,4 beds
3854,2 baths
3855,"2,070 sqft"
3856," $3,300,000  "
3857, 05/07/18  
3858,Condo
3859,1905
3860,No Data
3861,No Data
3862,No Data
3863,No Data
3864,"1718 24th Ave, San Francisco, CA 94122 "
3865,3 beds
3866,2 baths
3867,"2,010 sqft"
3868," $1,800,000  "
3869, 05/07/18  
3870,Single Family
3871,1930
3872,No Data
3873,No Data
3874,Attached Garage
3875,"3,000 sqft"
3876,"25-35 Dolores St APT 205, San Francisco, CA 94103 "
3877,1 bed
3878,1 bath
3879,652 sqft
3880," $860,000  "
3881, 05/07/18  
3882,Condo
3883,2015
3884,No Data
3885,No Data
3886,No Data
3887,No Data
3888,"4651 California St, San Francisco, CA 94118 "
3889,4 beds
3890,2.75 baths
3891,"2,320 sqft"
3892," $2,650,000  "
3893, 05/07/18  
3894,Single Family
3895,1911
3896,No Data
3897,No Data
3898,Attached Garage
3899,"2,382 sqft"
3900,"463 Waller St, San Francisco, CA 94117 "
3901,3 beds
3902,3 baths
3903,"1,925 sqft"
3904," $1,463,000  "
3905, 05/05/18  
3906,Condo
3907,1908
3908,Forced air
3909,Central
3910,None
3911,$391/month
3912,"190 Arguello Blvd # 1, San Francisco, CA 94118 "
3913,1 bed
3914,1 bath
3915,784 sqft
3916," $950,000  "
3917, 05/04/18  
3918,Condo
3919,1900
3920,Forced air
3921,No Data
3922,None
3923,$250/month
3924,"50 7th Ave, San Francisco, CA 94118 "
3925,2 beds
3926,1 bath
3927,"1,582 sqft"
3928," $1,600,000  "
3929, 05/04/18  
3930,Condo
3931,1925
3932,Forced air
3933,None
3934,1 space
3935,No Data
3936,"533 Steiner St, San Francisco, CA 94117 "
3937,3 beds
3938,2 baths
3939,"2,057 sqft"
3940," $1,925,000  "
3941, 05/04/18  
3942,Condo
3943,1906
3944,Forced air
3945,Central
3946,No Data
3947,$377/month
3948,"2254-2258a Union, San Francisco, CA 94123 "
3949,5 beds
3950,3 baths
3951,"5,400 sqft"
3952," $4,325,000  "
3953, 05/04/18  
3954,Single Family
3955,No Data
3956,No Data
3957,No Data
3958,No Data
3959,No Data
3960,"2200 Sacramento St APT 702, San Francisco, CA 94115 "
3961,2 beds
3962,2 baths
3963,"1,139 sqft"
3964," $1,825,000  "
3965, 05/04/18  
3966,Condo
3967,1964
3968,No Data
3969,No Data
3970,No Data
3971,No Data
3972,"23 Belcher St, San Francisco, CA 94114 "
3973,2 beds
3974,1 bath
3975,"1,440 sqft"
3976," $1,700,000  "
3977, 05/04/18  
3978,Condo
3979,1900
3980,Forced air
3981,No Data
3982,Attached Garage
3983,No Data
3984,"3247 Steiner St, San Francisco, CA 94123 "
3985,3 beds
3986,2.5 baths
3987,"1,770 sqft"
3988," $2,100,000  "
3989, 05/04/18  
3990,Condo
3991,No Data
3992,Forced air
3993,Central
3994,Attached Garage
3995,No Data
3996,"1217 Stanyan St, San Francisco, CA 94117 "
3997,2 beds
3998,1 bath
3999,"1,550 sqft"
4000," $2,200,000  "
4001, 05/04/18  
4002,Single Family
4003,1926
4004,Forced air
4005,Central
4006,Attached Garage
4007,"3,049 sqft"
4008,"190 Arguello Blvd # 1, San Francisco, CA 94118 "
4009,1 bed
4010,1 bath
4011,784 sqft
4012," $950,000  "
4013, 05/04/18  
4014,Condo
4015,1900
4016,No Data
4017,No Data
4018,None
4019,$250/month
4020,"558 25th Ave, San Francisco, CA 94121 "
4021,4 beds
4022,2 baths
4023,"1,800 sqft"
4024," $1,702,000  "
4025, 05/04/18  
4026,Single Family
4027,1914
4028,Forced air
4029,Central
4030,Attached Garage
4031,"3,049 sqft"
4032,"354 Sanchez St, San Francisco, CA 94114 "
4033,2 beds
4034,2 baths
4035,"1,232 sqft"
4036," $1,632,000  "
4037, 05/04/18  
4038,Condo
4039,1890
4040,Forced air
4041,Central
4042,No Data
4043,$250/month
4044,"2077 Golden Gate Ave, San Francisco, CA 94115 "
4045,3 beds
4046,2 baths
4047,"1,727 sqft"
4048," $1,630,000  "
4049, 05/04/18  
4050,Condo
4051,No Data
4052,No Data
4053,No Data
4054,Attached Garage
4055,$350/month
4056,"680 Haight St, San Francisco, CA 94117 "
4057,6 beds
4058,2 baths
4059,"2,995 sqft"
4060," $2,750,000  "
4061, 05/04/18  
4062,Multi Family
4063,1890
4064,Heat pump
4065,No Data
4066,On street
4067,No Data
4068,"2256 Union St # 2258, San Francisco, CA 94123 "
4069,6 beds
4070,4 baths
4071,"5,400 sqft"
4072," $4,325,000  "
4073, 05/04/18  
4074,Single Family
4075,1910
4076,No Data
4077,No Data
4078,No Data
4079,"3,437 sqft"
4080,"1905 Laguna St APT 305, San Francisco, CA 94115 "
4081,1 bed
4082,1 bath
4083,768 sqft
4084," $932,500  "
4085, 05/04/18  
4086,Condo
4087,1924
4088,No Data
4089,No Data
4090,2 spaces
4091,$477/month
4092,"1417 25th Ave, San Francisco, CA 94122 "
4093,2 beds
4094,1 bath
4095,955 sqft
4096," $1,235,000  "
4097, 05/03/18  
4098,Condo
4099,1948
4100,No Data
4101,No Data
4102,No Data
4103,No Data
4104,"1359 26th Ave, San Francisco, CA 94122 "
4105,2 beds
4106,2 baths
4107,"2,657 sqft"
4108," $3,168,000  "
4109, 05/03/18  
4110,Condo
4111,1980
4112,No Data
4113,No Data
4114,No Data
4115,No Data
4116,"984 Corbett Ave, San Francisco, CA 94131 "
4117,3 beds
4118,2 baths
4119,"1,177 sqft"
4120," $1,550,000  "
4121, 05/03/18  
4122,Single Family
4123,1947
4124,Forced air
4125,None
4126,Attached Garage
4127,"1,751 sqft"
4128,"786 42nd Ave, San Francisco, CA 94121 "
4129,2 beds
4130,2 baths
4131,"1,825 sqft"
