SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-2-2018,Single Family Residential,146 Jordan Ave,San Francisco,CA,94118,5200000,5,4.5,Jordan Park/Laurel Heights,4652,4000,1905,13,1118,,Sold,,,http://www.redfin.com/CA/San-Francisco/146-Jordan-Ave-94118/home/1260919,San Francisco MLS,473210,N,Y,37.7827879,-122.456387
PAST SALE,July-13-2018,Condo/Co-op,26 Heather Ave,San Francisco,CA,94118,1008000,1,1.0,Jordan Park/Laurel Heights,918,,1949,2,1098,300,Sold,,,http://www.redfin.com/CA/San-Francisco/26-Heather-Ave-94118/home/2018371,San Francisco MLS,468905,N,Y,37.785265,-122.452633
PAST SALE,June-15-2018,Condo/Co-op,735 Geary St #201,San Francisco,CA,94109,700000,1,1.0,Downtown,834,,1922,30,839,427,Sold,,,http://www.redfin.com/CA/San-Francisco/735-Geary-St-94109/unit-201/home/145627989,San Francisco MLS,470845,N,Y,37.7862505,-122.4154684
PAST SALE,June-25-2018,Condo/Co-op,818 Van Ness Ave #402,San Francisco,CA,94109,938000,1,1.0,Van Ness/Civic Center,,,2008,20,,579,Sold,,,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-402/home/40138557,San Francisco MLS,468368,N,Y,37.7832423,-122.4204784
PAST SALE,June-28-2018,Single Family Residential,733 Capitol Ave,SAN FRANCISCO,CA,94112,1175000,2,2.5,SAN FRANCISCO,1423,4500,1916,17,826,,Sold,,,http://www.redfin.com/CA/San-Francisco/733-Capitol-Ave-94112/home/1115209,MLSListings,ML81707875,N,Y,37.7170278,-122.4593074
PAST SALE,June-29-2018,Condo/Co-op,1731 Noe St,San Francisco,CA,94131,1665000,3,1.0,Glen Park,1412,,1913,16,1179,369,Sold,,,http://www.redfin.com/CA/San-Francisco/1731-Noe-St-94131/home/1815801,San Francisco MLS,471107,N,Y,37.741276,-122.43055
PAST SALE,July-13-2018,Single Family Residential,483 30th St,San Francisco,CA,94131,1900000,3,2.5,Noe Valley,2550,3436,1910,2,745,,Sold,,,http://www.redfin.com/CA/San-Francisco/483-30th-St-94131/home/146073043,San Francisco MLS,472078,N,Y,37.741688,-122.4305996
PAST SALE,June-15-2018,Single Family Residential,1950 Monterey Blvd,San Francisco,CA,94127,3500000,5,4.0,St. Francis Wood,3878,7662,1925,30,903,272,Sold,,,http://www.redfin.com/CA/San-Francisco/1950-Monterey-Blvd-94127/home/2019154,San Francisco MLS,468981,N,Y,37.733375,-122.4693466
PAST SALE,June-29-2018,Single Family Residential,1331 Dolores St,San Francisco,CA,94110,2100000,3,2.0,Noe Valley,1575,2996,1900,16,1333,,Sold,,,http://www.redfin.com/CA/San-Francisco/1331-Dolores-St-94110/home/908341,San Francisco MLS,471327,N,Y,37.7481829,-122.4244943
PAST SALE,June-29-2018,Multi-Family (2-4 Unit),6-8 30th St,San Francisco,CA,94110,1375000,9,4.0,Noe Valley,2800,2935,1908,16,491,,Sold,,,http://www.redfin.com/CA/San-Francisco/8-30th-St-94110/home/102823477,San Francisco MLS,468267,N,Y,37.7424741,-122.4224011
PAST SALE,July-3-2018,Condo/Co-op,1292 Guerrero St,San Francisco,CA,94110,1500000,3,1.0,Noe Valley,1527,,,12,982,150,Sold,,,http://www.redfin.com/CA/San-Francisco/1292-Guerrero-St-94110/home/1009303,San Francisco MLS,471674,N,Y,37.7505676,-122.4229971
PAST SALE,June-27-2018,Multi-Family (2-4 Unit),517-519 Sanchez St,San Francisco,CA,94114,2000000,,,Eureka Valley/Dolore,2938,2748,1905,18,681,,Sold,,,http://www.redfin.com/CA/San-Francisco/519-Sanchez-St-94114/home/1719369,San Francisco MLS,470750,N,Y,37.760781,-122.430204
PAST SALE,July-2-2018,Single Family Residential,333 Diamond St,San Francisco,CA,94114,2500000,0,2.0,Eureka Valley/Dolore,1472,3125,1900,13,1698,,Sold,,,http://www.redfin.com/CA/San-Francisco/333-Diamond-St-94114/home/2000437,San Francisco MLS,472908,N,Y,37.7570512,-122.4365083
PAST SALE,July-2-2018,Condo/Co-op,260 Hartford St,San Francisco,CA,94114,1250000,3,1.0,Eureka Valley/Dolore,1009,,1912,13,1239,168,Sold,,,http://www.redfin.com/CA/San-Francisco/260-Hartford-St-94114/home/18986814,San Francisco MLS,471554,N,Y,37.7583974,-122.4338158
PAST SALE,June-22-2018,Condo/Co-op,38 A Sharon St,San Francisco,CA,94114,750000,1,1.0,Eureka Valley/Dolore,659,,1900,23,1138,259,Sold,,,http://www.redfin.com/CA/San-Francisco/38A-Sharon-St-94114/home/1678953,San Francisco MLS,469998,N,Y,37.765358,-122.430179
PAST SALE,June-20-2018,Condo/Co-op,261 Henry St,San Francisco,CA,94114,1800000,2,2.0,Corona Heights,,,1890,25,,350,Sold,,,http://www.redfin.com/CA/San-Francisco/261-Henry-St-94114/home/1985262,San Francisco MLS,471066,N,Y,37.766218,-122.436728
PAST SALE,June-26-2018,Single Family Residential,1484 Noe St,San Francisco,CA,94131,2750000,3,3.0,Noe Valley,,2040,1918,19,,,Sold,,,http://www.redfin.com/CA/San-Francisco/1484-Noe-St-94131/home/1066006,San Francisco MLS,469907,N,Y,37.7452691,-122.4315176
PAST SALE,June-26-2018,Single Family Residential,4061 Cesar Chavez,San Francisco,CA,94131,2350000,1,,Noe Valley,,,,19,,,Sold,,,http://www.redfin.com/CA/San-Francisco/4061-Cesar-Chavez-94131/home/1647455,San Francisco MLS,472788,N,Y,37.747243,-122.430539
PAST SALE,June-29-2018,Single Family Residential,477 Duncan St,San Francisco,CA,94131,1888888,2,1.0,Noe Valley,1068,3075,1936,16,1769,,Sold,,,http://www.redfin.com/CA/San-Francisco/477-Duncan-St-94131/home/1274367,San Francisco MLS,470683,N,Y,37.7457061,-122.4307323
PAST SALE,,Single Family Residential,527 30th St,San Francisco,CA,94131,2600000,,2.0,,1552,4375,1900,,1675,,,,,http://www.redfin.com/CA/San-Francisco/527-30th-St-94131/home/810688,,,N,Y,37.7416529,-122.4314401
PAST SALE,June-18-2018,Condo/Co-op,3983 25th St,San Francisco,CA,94114,1650000,2,1.5,Noe Valley,1207,,1906,27,1367,175,Sold,,,http://www.redfin.com/CA/San-Francisco/3983-25th-St-94114/home/1794649,San Francisco MLS,470778,N,Y,37.7497977,-122.4290512
PAST SALE,June-29-2018,Condo/Co-op,1845 Church St,San Francisco,CA,94131,1700000,2,1.0,Glen Park,1458,,1925,16,1166,250,Sold,,,http://www.redfin.com/CA/San-Francisco/1845-Church-St-94131/home/17304688,San Francisco MLS,471849,N,Y,37.7410141,-122.4265847
PAST SALE,June-26-2018,Single Family Residential,255 Ellington Ave,SAN FRANCISCO,CA,94112,1126666,3,1.5,SAN FRANCISCO,1325,2247,1932,19,850,,Sold,,,http://www.redfin.com/CA/San-Francisco/255-Ellington-Ave-94112/home/1205650,MLSListings,ML81704780,N,Y,37.7134833,-122.4448328
PAST SALE,July-10-2018,Single Family Residential,524 Brussels St,San Francisco,CA,94134,1350000,5,3.0,Portola,1697,2247,1975,5,796,,Sold,,,http://www.redfin.com/CA/San-Francisco/524-Brussels-St-94134/home/778387,San Francisco MLS,469352,N,Y,37.72548,-122.405177
PAST SALE,,Multi-Family (5+ Unit),338 Alemany Blvd,San Francisco,CA,94110,1000000,,4.0,,2330,2077,1964,,429,,,,,http://www.redfin.com/CA/San-Francisco/338-Alemany-Blvd-94110/home/764815,,,N,Y,37.7339956,-122.4128579
PAST SALE,June-27-2018,Multi-Family (5+ Unit),1460 Golden Gate Ave,San Francisco,CA,94115,9450000,12,,Western Addition,17208,8256,1928,18,549,,Sold,,,http://www.redfin.com/CA/San-Francisco/1460-Golden-Gate-Ave-94115/home/1871931,San Francisco MLS,469759,N,Y,37.7793921,-122.434559
PAST SALE,June-27-2018,Condo/Co-op,1500-1504 McAllister St Unit 1500B,San Francisco,CA,94115,1595000,3,2.0,Alamo Square,1620,,1904,18,985,1018,Sold,,,http://www.redfin.com/CA/San-Francisco/1504-McAllister-St-94115/unit-1500B/home/144096281,San Francisco MLS,468573,N,Y,37.7781966,-122.436915
PAST SALE,July-12-2018,Condo/Co-op,1949 Ofarrell St,San Francisco,CA,94115,1275000,3,1.5,Western Addition,,,1890,3,,660,Sold,,,http://www.redfin.com/CA/San-Francisco/1949-O-Farrell-St-94115/home/1460019,San Francisco MLS,471369,N,Y,37.782489,-122.43676
PAST SALE,June-29-2018,Condo/Co-op,175 Russ St #16,San Francisco,CA,94103,1000000,1,1.5,South of Market,962,,2003,16,1040,601,Sold,,,http://www.redfin.com/CA/San-Francisco/175-Russ-St-94103/unit-16/home/12401100,San Francisco MLS,471073,N,Y,37.778158,-122.406991
PAST SALE,June-29-2018,Condo/Co-op,99 Rausch St #202,San Francisco,CA,94103,799000,1,1.0,South of Market,625,,,16,1278,590,Sold,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-202/home/145745782,San Francisco MLS,471265,N,Y,37.7761989,-122.4090638
PAST SALE,July-6-2018,Condo/Co-op,1160 Mission St #1711,San Francisco,CA,94103,840000,1,1.0,South of Market,765,,2008,9,1098,708,Sold,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1711/home/17306801,San Francisco MLS,471370,N,Y,37.7783901,-122.412238
PAST SALE,June-22-2018,Condo/Co-op,99 Rausch St #209,San Francisco,CA,94103,779000,1,1.0,South of Market,656,,,23,1188,601,Sold,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-209/home/145368333,San Francisco MLS,469847,N,Y,37.7761989,-122.4090638
PAST SALE,June-22-2018,Condo/Co-op,99 Rausch St #208,San Francisco,CA,94103,809000,1,1.0,South of Market,684,,,23,1183,611,Sold,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-208/home/145296604,San Francisco MLS,469413,N,Y,37.7761989,-122.4090638
PAST SALE,July-10-2018,Condo/Co-op,55 Page St #215,San Francisco,CA,94102,1000000,1,1.0,Hayes Valley,855,,2008,5,1170,585,Sold,,,http://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-215/home/17306602,San Francisco MLS,472307,N,Y,37.7739785,-122.4220051
PAST SALE,,Multi-Family (5+ Unit),819-829 Hampshire St,San Francisco,CA,94110,,,,,,,,,,,Sold,,,http://www.redfin.com/CA/San-Francisco/829-Hampshire-St-94110/home/145164238,San Francisco MLS,,N,Y,37.7588086,-122.4077622
PAST SALE,July-3-2018,Multi-Family (2-4 Unit),1260-1262 De Haro St,San Francisco,CA,94107,1875000,4,3.0,Potrero Hill,,2495,1900,12,,,Sold,,,http://www.redfin.com/CA/San-Francisco/1262-De-Haro-St-94107/home/1463619,San Francisco MLS,470379,N,Y,37.753798,-122.400858
PAST SALE,July-6-2018,Single Family Residential,178 Ripley St,San Francisco,CA,94110,2800000,3,2.5,Bernal Heights,1875,2247,1990,9,1493,,Sold,,,http://www.redfin.com/CA/San-Francisco/178-Ripley-St-94110/home/1622616,San Francisco MLS,471422,N,Y,37.7441522,-122.4109552
PAST SALE,July-10-2018,Single Family Residential,1628 York St,San Francisco,CA,94110,2150000,3,2.0,Bernal Heights,2200,1753,1902,5,977,,Sold,,,http://www.redfin.com/CA/San-Francisco/1628-York-St-94110/home/1990258,San Francisco MLS,471706,N,Y,37.7471234,-122.4066188
PAST SALE,July-6-2018,Condo/Co-op,2101 Bryant St #101,San Francisco,CA,94110,950000,1,1.0,Inner Mission,817,,2009,9,1163,427,Sold,,,http://www.redfin.com/CA/San-Francisco/2101-Bryant-St-94110/unit-101/home/40138094,San Francisco MLS,473228,N,Y,37.7597962,-122.4095734
PAST SALE,July-2-2018,Single Family Residential,63 Prague St,San Francisco,CA,94112,1286000,3,1.0,Excelsior,1160,2752,1958,13,1109,,Sold,,,http://www.redfin.com/CA/San-Francisco/63-Prague-St-94112/home/2001326,San Francisco MLS,471575,N,Y,37.7211268,-122.4253681
PAST SALE,July-2-2018,Single Family Residential,744 Brazil Ave,San Francisco,CA,94112,800000,2,1.0,Excelsior,1480,1750,1924,13,541,,Sold,,,http://www.redfin.com/CA/San-Francisco/744-Brazil-Ave-94112/home/40629567,San Francisco MLS,470459,N,Y,37.721651,-122.4286087
PAST SALE,July-10-2018,Single Family Residential,755 Vienna St,San Francisco,CA,94112,1285000,3,2.0,Excelsior,1630,2500,1911,5,788,,Sold,,,http://www.redfin.com/CA/San-Francisco/755-Vienna-St-94112/home/966881,San Francisco MLS,471328,N,Y,37.716369,-122.43316
PAST SALE,July-6-2018,Single Family Residential,312 Caselli Ave,San Francisco,CA,94114,2100000,3,2.0,Eureka Valley/Dolore,1803,2225,1893,9,1165,,Sold,,,http://www.redfin.com/CA/San-Francisco/312-Caselli-Ave-94114/home/1878447,San Francisco MLS,471749,N,Y,37.7590428,-122.4441693
PAST SALE,July-13-2018,Condo/Co-op,1225 Waller St,San Francisco,CA,94117,1050000,2,1.0,Buena Vista Park,1483,,1900,2,708,227,Sold,,,http://www.redfin.com/CA/San-Francisco/1225-Waller-St-94117/home/1031444,San Francisco MLS,469457,N,Y,37.769213,-122.4438707
PAST SALE,,Condo/Co-op,219 Brannan St Unit 2B,San Francisco,CA,94107,1200000,2,2.0,,1062,,2000,,1130,,,,,http://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-2B/home/1570353,,,N,Y,37.7830623,-122.3901122
PAST SALE,June-20-2018,Condo/Co-op,403 Main Unit 605N,San Francisco,CA,94105,580000,1,1.0,South Beach,493,,,25,1176,402,Sold,,,http://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-605N/home/1933589,San Francisco MLS,468386,N,Y,37.7880767,-122.3896032
PAST SALE,,Single Family Residential,2523 34th Ave,San Francisco,CA,94116,,2,1.0,,1275,3000,1931,,,,Sold,,,http://www.redfin.com/CA/San-Francisco/2523-34th-Ave-94116/home/1773283,San Francisco MLS,,N,Y,37.7399897,-122.4919203
PAST SALE,July-3-2018,Multi-Family (2-4 Unit),659-661 14th Ave,San Francisco,CA,94118,2317500,2,2.0,Central Richmond,3560,3497,1919,12,651,,Sold,,,http://www.redfin.com/CA/San-Francisco/661-14th-Ave-94118/home/2026926,San Francisco MLS,470657,N,Y,37.7757383,-122.4726604
PAST SALE,July-10-2018,Single Family Residential,1435 5th Ave,San Francisco,CA,94122,3125000,4,3.0,Inner Sunset,2920,3000,1910,5,1070,,Sold,,,http://www.redfin.com/CA/San-Francisco/1435-5th-Ave-94122/home/1493334,San Francisco MLS,472199,N,Y,37.761673,-122.4621048
PAST SALE,June-29-2018,Single Family Residential,2200 45th Ave,San Francisco,CA,94116,770000,2,1.0,Outer Parkside,962,2700,1942,16,800,,Sold,,,http://www.redfin.com/CA/San-Francisco/2200-45th-Ave-94116/home/1428514,San Francisco MLS,470576,N,Y,37.7454048,-122.5035675
PAST SALE,,Condo/Co-op,8 Buchanan St Unit 507,San Francisco,CA,94102,805000,1,1.0,,636,,2014,,1266,,,,,http://www.redfin.com/CA/San-Francisco/8-Buchanan-St-94102/unit-507/home/110051656,,,N,Y,37.7699869,-122.4264516
PAST SALE,June-25-2018,Condo/Co-op,219 Lily St,San Francisco,CA,94102,1225000,2,1.0,Hayes Valley,1038,,,20,1180,377,Sold,,,http://www.redfin.com/CA/San-Francisco/219-Lily-St-94102/home/145921538,San Francisco MLS,468538,N,Y,37.774135,-122.424517
PAST SALE,June-22-2018,Condo/Co-op,2531 Gough St,San Francisco,CA,94123,2450000,3,2.0,Pacific Heights,,,1903,23,,,Sold,,,http://www.redfin.com/CA/San-Francisco/2531-Gough-St-94123/home/1514576,San Francisco MLS,471338,N,Y,37.7969861,-122.4272925
PAST SALE,June-25-2018,Condo/Co-op,5900 3rd St #2212,SAN FRANCISCO,CA,94124,595000,1,1.0,SAN FRANCISCO,825,128582,2012,20,721,365,Sold,,,http://www.redfin.com/CA/San-Francisco/5900-3rd-St-94124/unit-2212/home/40629182,MLSListings,ML81704730,N,Y,37.7250528,-122.3951255
PAST SALE,,Condo/Co-op,1351 Minna St,San Francisco,CA,94103,1300000,,,,1212,,1907,,1073,,,,,http://www.redfin.com/CA/San-Francisco/1351-Minna-St-94103/home/110051756,,,N,Y,37.7675434,-122.4190043
PAST SALE,June-22-2018,Single Family Residential,1260 16th Ave,SAN FRANCISCO,CA,94122,1500000,3,3.0,SAN FRANCISCO,1996,3184,1908,23,752,,Sold,,,http://www.redfin.com/CA/San-Francisco/1260-16th-Ave-94122/home/903475,MLSListings,ML81705187,N,Y,37.7644857,-122.4737247
PAST SALE,June-27-2018,Single Family Residential,446 Hill St,SAN FRANCISCO,CA,94114,1725000,3,2.0,SAN FRANCISCO,1425,2848,1959,18,1211,,Sold,,,http://www.redfin.com/CA/San-Francisco/446-Hill-St-94114/home/1719439,MLSListings,ML81704218,N,Y,37.7557484,-122.4311305
PAST SALE,July-6-2018,Condo/Co-op,105 Palm Ave #5,San Francisco,CA,94118,1305000,2,1.0,Jordan Park/Laurel Heights,1281,,1900,9,1019,470,Sold,,,http://www.redfin.com/CA/San-Francisco/105-Palm-Ave-94118/unit-5/home/114071061,San Francisco MLS,471823,N,Y,37.7837043,-122.458268
PAST SALE,July-6-2018,Single Family Residential,558 Arguello Blvd,San Francisco,CA,94118,1800000,3,1.5,Lone Mountain,1428,2796,1939,9,1261,,Sold,,,http://www.redfin.com/CA/San-Francisco/558-Arguello-Blvd-94118/home/1996102,San Francisco MLS,472414,N,Y,37.7801737,-122.4585555
PAST SALE,June-22-2018,Multi-Family (2-4 Unit),409-411 Bartlett St,San Francisco,CA,94110,1698000,4,2.0,Inner Mission,1760,1285,1906,23,965,,Sold,,,http://www.redfin.com/CA/San-Francisco/411-Bartlett-St-94110/home/113739926,San Francisco MLS,470446,N,Y,37.7502075,-122.4192632
PAST SALE,July-3-2018,Single Family Residential,70 Anderson St,San Francisco,CA,94110,2075000,3,2.0,Bernal Heights,1674,1746,1976,12,1240,,Sold,,,http://www.redfin.com/CA/San-Francisco/70-Anderson-St-94110/home/759536,San Francisco MLS,470661,N,Y,37.7419774,-122.415214
PAST SALE,July-3-2018,Multi-Family (2-4 Unit),28-30 Santa Marina St,San Francisco,CA,94110,2130000,6,4.0,Bernal Heights,2872,2500,1977,12,742,,Sold,,,http://www.redfin.com/CA/San-Francisco/28-Santa-Marina-St-94110/home/1986126,San Francisco MLS,470688,N,Y,37.7401767,-122.4225598
PAST SALE,July-6-2018,Condo/Co-op,2876 Washington St,San Francisco,CA,94115,3300000,3,3.5,Pacific Heights,,,1903,9,,1722,Sold,,,http://www.redfin.com/CA/San-Francisco/2876-Washington-St-94115/home/35612034,San Francisco MLS,470233,N,Y,37.7908862,-122.4407175
PAST SALE,June-26-2018,Single Family Residential,3520 Fulton St,San Francisco,CA,94118,1500000,4,2.0,Inner Richmond,2480,1999,1924,19,605,,Sold,,,http://www.redfin.com/CA/San-Francisco/3520-Fulton-St-94118/home/1100609,San Francisco MLS,472106,N,Y,37.7734697,-122.4695678
PAST SALE,June-26-2018,Multi-Family (5+ Unit),457 8th Ave,San Francisco,CA,94118,3450000,10,,Inner Richmond,5496,2996,1960,19,628,,Sold,,,http://www.redfin.com/CA/San-Francisco/457-8th-Ave-94118/home/614586,San Francisco MLS,470925,N,Y,37.7797409,-122.4666047
PAST SALE,July-5-2018,Multi-Family (5+ Unit),280 10th Ave,San Francisco,CA,94118,2400000,10,,Inner Richmond,4472,2996,1961,10,537,,Sold,,,http://www.redfin.com/CA/San-Francisco/280-10th-Ave-94118/home/1992202,San Francisco MLS,472204,N,Y,37.7832067,-122.468429
PAST SALE,July-3-2018,Single Family Residential,151 24th Ave,San Francisco,CA,94121,4950000,5,4.5,Lake,5450,5998,1904,12,908,,Sold,,,http://www.redfin.com/CA/San-Francisco/151-24th-Ave-94121/home/606372,San Francisco MLS,470334,N,Y,37.7867161,-122.4842932
PAST SALE,July-6-2018,Condo/Co-op,1120 Hampshire St,San Francisco,CA,94110,825000,2,1.0,Inner Mission,800,,1910,9,1031,400,Sold,,,http://www.redfin.com/CA/San-Francisco/1120-Hampshire-St-94110/home/53460262,San Francisco MLS,471940,N,Y,37.7540914,-122.4077229
PAST SALE,June-21-2018,Single Family Residential,591 Clipper St,San Francisco,CA,94114,1600000,2,1.0,Noe Valley,,,1921,24,,,Sold,,,http://www.redfin.com/CA/San-Francisco/591-Clipper-St-94114/home/1559702,San Francisco MLS,470824,N,Y,37.7484862,-122.4380265
PAST SALE,June-21-2018,Townhouse,350 Arkansas St,San Francisco,CA,94107,1540000,2,2.0,Potrero Hill,1340,,1995,24,1149,661,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Arkansas-St-94107/home/1774550,San Francisco MLS,470659,N,Y,37.761887,-122.398766
PAST SALE,July-11-2018,Single Family Residential,2239 29th Ave,SAN FRANCISCO,CA,94116,2228000,4,4.5,SAN FRANCISCO,2106,3000,1940,4,1058,,Sold,,,http://www.redfin.com/CA/San-Francisco/2239-29th-Ave-94116/home/1556986,MLSListings,ML81711307,N,Y,37.7455349,-122.486941
PAST SALE,June-22-2018,Condo/Co-op,1248 34th Ave,San Francisco,CA,94122,1105000,2,1.0,Central Sunset,1147,,1948,23,963,250,Sold,,,http://www.redfin.com/CA/San-Francisco/1246-34th-Ave-94122/home/1041672,San Francisco MLS,470508,N,Y,37.7638347,-122.4929385
PAST SALE,July-12-2018,Multi-Family (2-4 Unit),602-604 30th Ave,San Francisco,CA,94121,1912500,7,5.0,Central Richmond,4020,3113,1939,3,476,,Sold,,,http://www.redfin.com/CA/San-Francisco/602-30th-Ave-94121/home/146217277,San Francisco MLS,470589,N,Y,37.7777745,-122.4896723
PAST SALE,June-18-2018,Condo/Co-op,3615 Buchanan #206,San Francisco,CA,94123,1525000,2,2.0,Marina,1338,,,27,1140,584,Sold,,,http://www.redfin.com/CA/San-Francisco/3615-Buchanan-St-94123/unit-206/home/112897321,San Francisco MLS,472615,N,Y,37.8033794,-122.4335554
PAST SALE,June-15-2018,Multi-Family (2-4 Unit),2424 Gough St,San Francisco,CA,94123,4995000,6,5.0,Pacific Heights,5740,2247,1900,30,870,,Sold,,,http://www.redfin.com/CA/San-Francisco/2424-Gough-St-94123/home/563476,San Francisco MLS,471233,N,Y,37.7962053,-122.4266622
PAST SALE,June-18-2018,Condo/Co-op,783 9th Ave,San Francisco,CA,94118,1425000,2,1.0,Inner Richmond,1315,,1916,27,1084,250,Sold,,,http://www.redfin.com/CA/San-Francisco/783-9th-Ave-94118/home/40138418,San Francisco MLS,470775,N,Y,37.7737081,-122.4672239
PAST SALE,June-15-2018,Single Family Residential,1293 37th Ave,San Francisco,CA,94122,2200000,4,3.5,Outer Sunset,2473,2375,1913,30,890,,Sold,,,http://www.redfin.com/CA/San-Francisco/1293-37th-Ave-94122/home/1137517,San Francisco MLS,470808,N,Y,37.7629193,-122.4966733
PAST SALE,July-9-2018,Condo/Co-op,333 Bush St #4101,San Francisco,CA,94104,1499000,2,2.0,Financial District,1250,,1987,6,1199,1311,Sold,,,http://www.redfin.com/CA/San-Francisco/333-Bush-St-94104/unit-4101/home/1674767,San Francisco MLS,470721,N,Y,37.7907013,-122.4032681
PAST SALE,June-18-2018,Condo/Co-op,1 Hawthorne St Unit 7G,San Francisco,CA,94105,980000,1,1.0,Yerba Buena,863,,2010,27,1136,723,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-7G/home/40138662,San Francisco MLS,469085,N,Y,37.7857356,-122.3989521
PAST SALE,June-22-2018,Condo/Co-op,3700 Divisadero St #303,San Francisco,CA,94123,1615000,2,2.0,Marina,1249,,1993,23,1293,625,Sold,,,http://www.redfin.com/CA/San-Francisco/3700-Divisadero-St-94123/unit-303/home/891691,San Francisco MLS,470259,N,Y,37.8039073,-122.4434063
PAST SALE,July-9-2018,Single Family Residential,824 Waller St,San Francisco,CA,94117,1748000,3,2.5,Buena Vista Park,,,,6,,,Sold,,,http://www.redfin.com/CA/San-Francisco/824-Waller-St-94117/home/145631435,San Francisco MLS,470908,N,Y,37.77049,-122.43742
PAST SALE,June-20-2018,Condo/Co-op,2830 Pierce St,San Francisco,CA,94123,2100000,3,2.0,Cow Hollow,,,1900,25,,250,Sold,,,http://www.redfin.com/CA/San-Francisco/2830-Pierce-St-94123/unit-2630/home/1925869,San Francisco MLS,471475,N,Y,37.796205,-122.438383
PAST SALE,June-20-2018,Multi-Family (5+ Unit),1247 Fulton St,San Francisco,CA,94117,3200000,6,,Alamo Square,5175,3507,1907,25,618,,Sold,,,http://www.redfin.com/CA/San-Francisco/1247-Fulton-St-94117/home/595820,San Francisco MLS,468422,N,Y,37.7767499,-122.4372796
PAST SALE,June-25-2018,Condo/Co-op,784 Bay St,San Francisco,CA,94109,1815000,2,2.0,Russian Hill,1420,,,20,1278,200,Sold,,,http://www.redfin.com/CA/San-Francisco/784-Bay-St-94109/home/846868,San Francisco MLS,471108,N,Y,37.8049832,-122.4198512
PAST SALE,June-15-2018,Condo/Co-op,352 San Carlos,San Francisco,CA,94110,715000,2,1.0,Inner Mission,824,,1900,30,868,270,Sold,,,http://www.redfin.com/CA/San-Francisco/352-San-Carlos-St-94110/home/2004791,San Francisco MLS,469461,N,Y,37.7577254,-122.4198982
PAST SALE,July-6-2018,Condo/Co-op,807 Guerrero St,San Francisco,CA,94110,1460000,2,1.0,Eureka Valley/Dolore,,,1906,9,,,Sold,,,http://www.redfin.com/CA/San-Francisco/807-Guerrero-St-94110/home/1285987,San Francisco MLS,471735,N,Y,37.758194,-122.423155
PAST SALE,July-5-2018,Condo/Co-op,2111 Hyde St #501,San Francisco,CA,94109,2325000,2,2.0,Russian Hill,1870,,,10,1243,988,Sold,,,http://www.redfin.com/CA/San-Francisco/2111-Hyde-St-94109/unit-501/home/12399873,San Francisco MLS,466100,N,Y,37.8002924,-122.4196054
PAST SALE,June-27-2018,Single Family Residential,2153 20th Ave,San Francisco,CA,94116,1650000,3,3.0,Parkside,2173,3000,1926,18,759,,Sold,,,http://www.redfin.com/CA/San-Francisco/2153-20th-Ave-94116/home/1789977,San Francisco MLS,471416,N,Y,37.747587,-122.477412
PAST SALE,July-10-2018,Single Family Residential,1542 24th Ave,San Francisco,CA,94122,1575000,2,1.0,Central Sunset,1500,2996,1939,5,1050,,Sold,,,http://www.redfin.com/CA/San-Francisco/1542-24th-Ave-94122/home/633011,San Francisco MLS,471404,N,Y,37.7587878,-122.4819496
PAST SALE,June-22-2018,Single Family Residential,1879 23rd Ave,San Francisco,CA,94122,1720000,3,3.0,Central Sunset,1750,3000,1938,23,983,,Sold,,,http://www.redfin.com/CA/San-Francisco/1879-23rd-Ave-94122/home/1652528,San Francisco MLS,469962,N,Y,37.7526017,-122.4808884
PAST SALE,,Single Family Residential,632 Foerster St,San Francisco,CA,94127,1000000,,1.0,,1244,2495,1950,,804,,,,,http://www.redfin.com/CA/San-Francisco/632-Foerster-St-94127/home/1766849,,,N,Y,37.7335426,-122.4486037
PAST SALE,,Single Family Residential,563 Athens St,San Francisco,CA,94112,601000,,1.0,,1250,2495,1916,,481,,,,,http://www.redfin.com/CA/San-Francisco/563-Athens-St-94112/home/1934384,,,N,Y,37.7190128,-122.430124
